"Time","AUrine"
0,0
0,0
0.00833333333333333,7.1606333091379e-10
0.0166666666666667,2.68333824818861e-09
0.025,5.62933922992768e-09
0.0333333333333333,9.34704547883569e-09
0.0416666666666667,1.36781164315412e-08
0.05,1.85005275925608e-08
0.0583333333333333,2.37195033024257e-08
0.0666666666666667,2.92608275156975e-08
0.075,3.50658840526467e-08
0.0833333333333333,4.10879617198768e-08
0.0916666666666667,4.72894917762766e-08
0.1,5.36399727726193e-08
0.108333333333333,6.01144060848483e-08
0.116666666666667,6.66921108980252e-08
0.125,7.33558221566277e-08
0.133333333333333,8.00910014563275e-08
0.141666666666667,8.68853072131818e-08
0.15,9.37281833723174e-08
0.158333333333333,1.00610538708126e-07
0.166666666666667,1.0752449708597e-07
0.175,1.14463197684288e-07
0.183333333333333,1.21420635786285e-07
0.191666666666667,1.28391535356551e-07
0.2,1.35371244590457e-07
0.208333333333333,1.42355650892002e-07
0.216666666666667,1.49341109212984e-07
0.225,1.56324383624075e-07
0.233333333333333,1.63302596719684e-07
0.241666666666667,1.70273187635778e-07
0.25,1.77233875113925e-07
0.258333333333333,1.84182626516246e-07
0.266666666666667,1.91117630128482e-07
0.275,1.98037271648442e-07
0.283333333333333,2.04940112958595e-07
0.291666666666667,2.11824873936888e-07
0.3,2.18690415863959e-07
0.308333333333333,2.25535727166855e-07
0.316666666666667,2.32359910328297e-07
0.325,2.39162170473416e-07
0.333333333333333,2.45941805035964e-07
0.341666666666667,2.52698194605157e-07
0.35,2.59430794529333e-07
0.358333333333333,2.66139127620617e-07
0.366666666666667,2.72822777381821e-07
0.375,2.79481382080596e-07
0.383333333333333,2.86114629271616e-07
0.391666666666667,2.92722250991308e-07
0.4,2.99304019313729e-07
0.408333333333333,3.05859742448496e-07
0.416666666666667,3.12389261113137e-07
0.425,3.18892445368027e-07
0.433333333333333,3.25369191667442e-07
0.441666666666667,3.31819420260662e-07
0.45,3.38243072816479e-07
0.458333333333333,3.44640110286863e-07
0.466666666666667,3.5101051097438e-07
0.475,3.57354268790078e-07
0.483333333333333,3.63671391677295e-07
0.491666666666667,3.69961900190338e-07
0.5,3.76225826208745e-07
0.508333333333333,3.8246321177736e-07
0.516666666666667,3.88674108057758e-07
0.525,3.94858574380513e-07
0.533333333333333,4.01016677391506e-07
0.541666666666667,4.07148490277371e-07
0.55,4.13254092068175e-07
0.558333333333333,4.19333567007646e-07
0.566666666666667,4.25387003982438e-07
0.575,4.31414496008133e-07
0.583333333333333,4.37416139765551e-07
0.591666666666667,4.43392035180176e-07
0.6,4.49342285043416e-07
0.608333333333333,4.5526699467144e-07
0.616666666666667,4.61166271595475e-07
0.625,4.67040225283476e-07
